time,symbol,timeframe,open,high,low,close,tick_volume,spread,real_volume
2026-01-01 00:40:00+00:00,XAUUSD,M1,2402.0244800833684,2402.8962007562786,2401.4559286729145,2402.639083420331,174.0,20.0,0.0
2026-01-01 00:41:00+00:00,XAUUSD,M1,2402.639083420331,2403.8606569620233,2402.372242528958,2403.093606834975,158.0,20.0,0.0
2026-01-01 00:42:00+00:00,XAUUSD,M1,2403.093606834975,2403.685557230382,2401.9995426357677,2402.5811990691445,202.0,20.0,0.0
2026-01-01 00:43:00+00:00,XAUUSD,M1,2402.5811990691445,2403.388704820212,2402.2587815817183,2402.7869281275975,212.0,20.0,0.0
2026-01-01 00:44:00+00:00,XAUUSD,M1,2402.7869281275975,2403.519949541959,2401.9072189955095,2402.9002767749103,131.0,20.0,0.0
2026-01-01 00:45:00+00:00,XAUUSD,M1,2402.9002767749103,2403.7936952184773,2402.5105520600214,2403.0952276522935,129.0,20.0,0.0
2026-01-01 00:46:00+00:00,XAUUSD,M1,2403.0952276522935,2403.911762884115,2402.4626140896466,2403.812370674652,154.0,20.0,0.0
2026-01-01 00:47:00+00:00,XAUUSD,M1,2403.812370674652,2404.3728642408646,2403.742627229657,2404.0112471136717,260.0,20.0,0.0
2026-01-01 00:48:00+00:00,XAUUSD,M1,2404.0112471136717,2405.0829762841017,2403.621194884457,2404.5743779641293,204.0,20.0,0.0
2026-01-01 00:49:00+00:00,XAUUSD,M1,2404.5743779641293,2404.986129230523,2403.7805364928054,2404.6484412197206,226.0,20.0,0.0
2026-01-01 00:50:00+00:00,XAUUSD,M1,2404.6484412197206,2405.6675437809663,2404.079747891952,2404.8997367386723,373.0,20.0,0.0
2026-01-01 00:51:00+00:00,XAUUSD,M1,2404.8997367386723,2405.8849539516423,2404.4723852852358,2405.424767319343,158.0,20.0,0.0
2026-01-01 00:52:00+00:00,XAUUSD,M1,2405.424767319343,2406.1281007703838,2403.433495788938,2404.2790426634588,459.0,20.0,0.0
2026-01-01 00:53:00+00:00,XAUUSD,M1,2404.2790426634588,2405.053255852808,2403.2674189706477,2404.043305690373,388.0,20.0,0.0
2026-01-01 00:54:00+00:00,XAUUSD,M1,2404.043305690373,2404.522378450841,2403.363124244189,2403.6870075669385,128.0,20.0,0.0
2026-01-01 00:55:00+00:00,XAUUSD,M1,2403.6870075669385,2404.510126974229,2402.6830391466087,2403.195905288344,191.0,20.0,0.0
2026-01-01 00:56:00+00:00,XAUUSD,M1,2403.195905288344,2403.7449606378004,2402.529440869684,2402.9957914873626,132.0,20.0,0.0
2026-01-01 00:57:00+00:00,XAUUSD,M1,2402.9957914873626,2404.9844776903587,2402.408419362265,2404.21174453635,172.0,20.0,0.0
2026-01-01 00:58:00+00:00,XAUUSD,M1,2404.21174453635,2404.5512467126027,2403.2050850668807,2403.5390796437955,214.0,20.0,0.0
2026-01-01 00:59:00+00:00,XAUUSD,M1,2403.5390796437955,2404.8076967422207,2403.2815053931445,2404.333702327469,108.0,20.0,0.0
2026-01-01 01:00:00+00:00,XAUUSD,M1,2404.333702327469,2404.835401712323,2402.181635450209,2403.007406510176,56.0,20.0,0.0
2026-01-01 01:01:00+00:00,XAUUSD,M1,2403.007406510176,2403.146639268688,2401.924205161614,2402.7594984861876,247.0,20.0,0.0
2026-01-01 01:02:00+00:00,XAUUSD,M1,2402.7594984861876,2403.298470568968,2401.99267403329,2402.9097009382713,365.0,20.0,0.0
2026-01-01 01:03:00+00:00,XAUUSD,M1,2402.9097009382713,2404.2284158250277,2402.028227172121,2403.398678803359,186.0,20.0,0.0
2026-01-01 01:04:00+00:00,XAUUSD,M1,2403.398678803359,2404.5738674715035,2402.7154360064465,2403.9876600671932,437.0,20.0,0.0
2026-01-01 01:05:00+00:00,XAUUSD,M1,2403.9876600671932,2404.8432184504245,2403.2876929229155,2404.642337855353,216.0,20.0,0.0
2026-01-01 01:06:00+00:00,XAUUSD,M1,2404.642337855353,2404.9803651456214,2403.685156219386,2404.3833577975543,455.0,20.0,0.0
2026-01-01 01:07:00+00:00,XAUUSD,M1,2404.3833577975543,2404.5962203557674,2403.5749598771217,2404.033476363423,156.0,20.0,0.0
2026-01-01 01:08:00+00:00,XAUUSD,M1,2404.033476363423,2404.8109567304573,2403.5954919980854,2404.7398570684286,292.0,20.0,0.0
2026-01-01 01:09:00+00:00,XAUUSD,M1,2404.7398570684286,2405.578198458157,2404.3526212737966,2404.606813608523,393.0,20.0,0.0
2026-01-01 01:10:00+00:00,XAUUSD,M1,2404.606813608523,2405.0377898375414,2403.008168234647,2403.6062645498528,76.0,20.0,0.0
2026-01-01 01:11:00+00:00,XAUUSD,M1,2403.6062645498528,2403.9176693614104,2402.4237126629628,2402.71963477865,468.0,20.0,0.0
2026-01-01 01:12:00+00:00,XAUUSD,M1,2402.71963477865,2403.278340391474,2401.7349358016018,2402.0040729498487,214.0,20.0,0.0
2026-01-01 01:13:00+00:00,XAUUSD,M1,2402.0040729498487,2402.478018832941,2401.456005781867,2402.421801545092,274.0,20.0,0.0
2026-01-01 01:14:00+00:00,XAUUSD,M1,2402.421801545092,2402.8420609245586,2402.0233165151008,2402.555742133948,332.0,20.0,0.0
2026-01-01 01:15:00+00:00,XAUUSD,M1,2402.555742133948,2403.7757088630465,2402.3197140164725,2403.1281304172026,339.0,20.0,0.0
2026-01-01 01:16:00+00:00,XAUUSD,M1,2403.1281304172026,2403.7168347243114,2402.0626806858936,2402.8063283001334,60.0,20.0,0.0
2026-01-01 01:17:00+00:00,XAUUSD,M1,2402.8063283001334,2403.8376951084056,2402.024843868733,2402.9531600529945,440.0,20.0,0.0
2026-01-01 01:18:00+00:00,XAUUSD,M1,2402.9531600529945,2404.050936421378,2402.7606154612686,2403.4736323681686,330.0,20.0,0.0
2026-01-01 01:19:00+00:00,XAUUSD,M1,2403.4736323681686,2403.929512360752,2403.189774158512,2403.246155136392,499.0,20.0,0.0
2026-01-01 01:20:00+00:00,XAUUSD,M1,2403.246155136392,2404.3287930051442,2402.9104446631422,2403.631575326438,262.0,20.0,0.0
2026-01-01 01:21:00+00:00,XAUUSD,M1,2403.631575326438,2404.4494040176073,2402.394150363256,2403.1220345735846,326.0,20.0,0.0
2026-01-01 01:22:00+00:00,XAUUSD,M1,2403.1220345735846,2403.7846261282953,2402.0882937100337,2402.8515914963327,248.0,20.0,0.0
2026-01-01 01:23:00+00:00,XAUUSD,M1,2402.8515914963327,2403.7203210363496,2402.3986214715355,2402.566201181134,450.0,20.0,0.0
2026-01-01 01:24:00+00:00,XAUUSD,M1,2402.566201181134,2403.2809055762614,2400.9213439486575,2401.629529464663,424.0,20.0,0.0
2026-01-01 01:25:00+00:00,XAUUSD,M1,2401.629529464663,2402.825888671814,2401.4811809224498,2402.0391074492914,458.0,20.0,0.0
2026-01-01 01:26:00+00:00,XAUUSD,M1,2402.0391074492914,2402.1860959097976,2401.3020323754963,2401.683585577129,276.0,20.0,0.0
2026-01-01 01:27:00+00:00,XAUUSD,M1,2401.683585577129,2402.3861323496562,2400.784767489369,2401.7135808721114,406.0,20.0,0.0
2026-01-01 01:28:00+00:00,XAUUSD,M1,2401.7135808721114,2402.542253593834,2401.499878672365,2402.118178199236,211.0,20.0,0.0
2026-01-01 01:29:00+00:00,XAUUSD,M1,2402.118178199236,2403.0155413721095,2401.937309154045,2402.49540314006,257.0,20.0,0.0
2026-01-01 01:30:00+00:00,XAUUSD,M1,2402.49540314006,2403.653698275298,2402.086022857395,2403.0477112272383,392.0,20.0,0.0
2026-01-01 01:31:00+00:00,XAUUSD,M1,2403.0477112272383,2403.922054076438,2402.412204592556,2402.9889228396305,86.0,20.0,0.0
2026-01-01 01:32:00+00:00,XAUUSD,M1,2402.9889228396305,2403.8758142088473,2401.827318524944,2402.6702841899955,369.0,20.0,0.0
2026-01-01 01:33:00+00:00,XAUUSD,M1,2402.6702841899955,2402.96527819866,2401.742811647567,2402.62650962127,57.0,20.0,0.0
2026-01-01 01:34:00+00:00,XAUUSD,M1,2402.62650962127,2403.3002000940924,2401.1874475330014,2401.296642074104,311.0,20.0,0.0
2026-01-01 01:35:00+00:00,XAUUSD,M1,2401.296642074104,2401.984128081349,2399.9916542064193,2400.158952096165,264.0,20.0,0.0
2026-01-01 01:36:00+00:00,XAUUSD,M1,2400.158952096165,2400.503471028281,2398.3986651284704,2399.120792406282,260.0,20.0,0.0
2026-01-01 01:37:00+00:00,XAUUSD,M1,2399.120792406282,2399.2760817149165,2398.0629576147703,2398.3429949442007,272.0,20.0,0.0
2026-01-01 01:38:00+00:00,XAUUSD,M1,2398.3429949442007,2398.767619241822,2397.5408732436204,2398.6828143255793,271.0,20.0,0.0
2026-01-01 01:39:00+00:00,XAUUSD,M1,2398.6828143255793,2399.3935559839792,2397.364495812647,2397.9784310812915,233.0,20.0,0.0
2026-01-01 01:40:00+00:00,XAUUSD,M1,2397.9784310812915,2398.444675861836,2397.550832956036,2397.6959010380597,253.0,20.0,0.0
2026-01-01 01:41:00+00:00,XAUUSD,M1,2397.6959010380597,2399.6429928203597,2396.9382511458743,2398.755283676289,305.0,20.0,0.0
2026-01-01 01:42:00+00:00,XAUUSD,M1,2398.755283676289,2399.2005111140534,2398.2903695764326,2398.4902724994395,393.0,20.0,0.0
2026-01-01 01:43:00+00:00,XAUUSD,M1,2398.4902724994395,2399.981514386426,2398.080301413962,2399.1002849542133,298.0,20.0,0.0
2026-01-01 01:44:00+00:00,XAUUSD,M1,2399.1002849542133,2399.5001245560784,2397.85403362093,2398.3733908102054,339.0,20.0,0.0
2026-01-01 01:45:00+00:00,XAUUSD,M1,2398.3733908102054,2399.0980206381814,2397.753389537193,2398.229040763911,426.0,20.0,0.0
2026-01-01 01:46:00+00:00,XAUUSD,M1,2398.229040763911,2398.351137145376,2396.85578464171,2397.489023119983,495.0,20.0,0.0
2026-01-01 01:47:00+00:00,XAUUSD,M1,2397.489023119983,2398.0111655736,2396.6330129346234,2397.237796659262,98.0,20.0,0.0
2026-01-01 01:48:00+00:00,XAUUSD,M1,2397.237796659262,2398.661793988166,2396.3445609545633,2397.930043169228,370.0,20.0,0.0
2026-01-01 01:49:00+00:00,XAUUSD,M1,2397.930043169228,2398.766039586365,2395.6686782078336,2396.568186830674,151.0,20.0,0.0
2026-01-01 01:50:00+00:00,XAUUSD,M1,2396.568186830674,2397.684921372536,2396.079196338434,2396.9357257455113,138.0,20.0,0.0
2026-01-01 01:51:00+00:00,XAUUSD,M1,2396.9357257455113,2397.227339345498,2396.8048065215944,2397.145914227377,406.0,20.0,0.0
2026-01-01 01:52:00+00:00,XAUUSD,M1,2397.145914227377,2397.512711217488,2396.021927458696,2396.6905942628196,80.0,20.0,0.0
2026-01-01 01:53:00+00:00,XAUUSD,M1,2396.6905942628196,2396.781987964286,2394.6735835128247,2395.553747979309,431.0,20.0,0.0
2026-01-01 01:54:00+00:00,XAUUSD,M1,2395.553747979309,2395.774341532927,2395.233170549824,2395.6314515854797,396.0,20.0,0.0
2026-01-01 01:55:00+00:00,XAUUSD,M1,2395.6314515854797,2396.255461369847,2394.785829865267,2395.2278574182287,497.0,20.0,0.0
2026-01-01 01:56:00+00:00,XAUUSD,M1,2395.2278574182287,2396.0902678541775,2394.8167970321356,2395.4339983873124,350.0,20.0,0.0
2026-01-01 01:57:00+00:00,XAUUSD,M1,2395.4339983873124,2396.17914268407,2395.340292105939,2395.471480103731,442.0,20.0,0.0
2026-01-01 01:58:00+00:00,XAUUSD,M1,2395.471480103731,2397.5585412826354,2394.8500553371914,2396.772903216788,103.0,20.0,0.0
2026-01-01 01:59:00+00:00,XAUUSD,M1,2396.772903216788,2397.451419964993,2396.2510816740014,2396.6014187148094,450.0,20.0,0.0
2026-01-01 02:00:00+00:00,XAUUSD,M1,2396.6014187148094,2397.3321595681,2395.0832764272755,2395.802620720712,122.0,20.0,0.0
2026-01-01 02:01:00+00:00,XAUUSD,M1,2395.802620720712,2396.057660382027,2395.0453186567224,2395.966041228677,191.0,20.0,0.0
2026-01-01 02:02:00+00:00,XAUUSD,M1,2395.966041228677,2396.41139345373,2395.217995060069,2396.1620385758547,107.0,20.0,0.0
2026-01-01 02:03:00+00:00,XAUUSD,M1,2396.1620385758547,2397.8480017434163,2395.757872477521,2397.269388636047,230.0,20.0,0.0
2026-01-01 02:04:00+00:00,XAUUSD,M1,2397.269388636047,2398.7368841417097,2396.9460748061424,2397.9574776327786,387.0,20.0,0.0
2026-01-01 02:05:00+00:00,XAUUSD,M1,2397.9574776327786,2398.3167995862973,2397.2709799700615,2398.2629744800984,170.0,20.0,0.0
2026-01-01 02:06:00+00:00,XAUUSD,M1,2398.2629744800984,2399.9410517338724,2397.531793461332,2399.4536167930737,419.0,20.0,0.0
2026-01-01 02:07:00+00:00,XAUUSD,M1,2399.4536167930737,2400.0793110825334,2398.055037520183,2398.5226063496157,322.0,20.0,0.0
2026-01-01 02:08:00+00:00,XAUUSD,M1,2398.5226063496157,2398.597772545375,2397.2217287568096,2398.0308051234156,333.0,20.0,0.0
2026-01-01 02:09:00+00:00,XAUUSD,M1,2398.0308051234156,2398.421957347336,2397.1372219786244,2397.3095443702914,472.0,20.0,0.0
2026-01-01 02:10:00+00:00,XAUUSD,M1,2397.3095443702914,2398.1208340194676,2396.2204880650565,2397.0176965277665,244.0,20.0,0.0
2026-01-01 02:11:00+00:00,XAUUSD,M1,2397.0176965277665,2397.638567415294,2395.804666661695,2395.9363476097215,205.0,20.0,0.0
2026-01-01 02:12:00+00:00,XAUUSD,M1,2395.9363476097215,2396.7164779760296,2395.755850915975,2396.464468367173,497.0,20.0,0.0
2026-01-01 02:13:00+00:00,XAUUSD,M1,2396.464468367173,2397.2393323273604,2395.8029261982115,2396.3066902094943,300.0,20.0,0.0
2026-01-01 02:14:00+00:00,XAUUSD,M1,2396.3066902094943,2396.6525169193924,2395.0426544657325,2395.150045173892,326.0,20.0,0.0
2026-01-01 02:15:00+00:00,XAUUSD,M1,2395.150045173892,2395.9253881443647,2394.262695872736,2394.357581908926,183.0,20.0,0.0
2026-01-01 02:16:00+00:00,XAUUSD,M1,2394.357581908926,2394.932495090337,2394.307140976385,2394.628392986886,146.0,20.0,0.0
2026-01-01 02:17:00+00:00,XAUUSD,M1,2394.628392986886,2395.8706664544525,2394.207523826146,2395.3188942412016,126.0,20.0,0.0
2026-01-01 02:18:00+00:00,XAUUSD,M1,2395.3188942412016,2397.323678012141,2394.6104639421033,2396.9362789545553,150.0,20.0,0.0
2026-01-01 02:19:00+00:00,XAUUSD,M1,2396.9362789545553,2399.5709702205027,2396.856666356817,2399.287368927361,137.0,20.0,0.0
2026-01-01 02:20:00+00:00,XAUUSD,M1,2399.287368927361,2400.442470401828,2398.6829499618652,2399.6388964739817,386.0,20.0,0.0
2026-01-01 02:21:00+00:00,XAUUSD,M1,2399.6388964739817,2399.84835110363,2398.1176077581526,2398.8672659779563,76.0,20.0,0.0
2026-01-01 02:22:00+00:00,XAUUSD,M1,2398.8672659779563,2398.9893558305066,2396.98882823208,2397.1816289533713,333.0,20.0,0.0
2026-01-01 02:23:00+00:00,XAUUSD,M1,2397.1816289533713,2397.75643602101,2397.006794778773,2397.415798123246,477.0,20.0,0.0
2026-01-01 02:24:00+00:00,XAUUSD,M1,2397.415798123246,2398.0757913987413,2396.0037644194203,2396.785445246998,394.0,20.0,0.0
2026-01-01 02:25:00+00:00,XAUUSD,M1,2396.785445246998,2397.521762112078,2395.7235035203967,2396.473159438854,231.0,20.0,0.0
2026-01-01 02:26:00+00:00,XAUUSD,M1,2396.473159438854,2397.372091303411,2395.495381498282,2396.0034819996063,76.0,20.0,0.0
2026-01-01 02:27:00+00:00,XAUUSD,M1,2396.0034819996063,2396.305389748066,2395.1645293930733,2395.9108492904734,425.0,20.0,0.0
2026-01-01 02:28:00+00:00,XAUUSD,M1,2395.9108492904734,2397.180384133565,2395.7820066246627,2396.783633475103,51.0,20.0,0.0
2026-01-01 02:29:00+00:00,XAUUSD,M1,2396.783633475103,2397.095570415385,2396.3983241848555,2396.9292723290596,356.0,20.0,0.0
2026-01-01 02:30:00+00:00,XAUUSD,M1,2396.9292723290596,2397.467913469239,2396.145236536738,2396.8223644594286,351.0,20.0,0.0
2026-01-01 02:31:00+00:00,XAUUSD,M1,2396.8223644594286,2397.720307491102,2395.7450072917427,2396.013841457168,136.0,20.0,0.0
2026-01-01 02:32:00+00:00,XAUUSD,M1,2396.013841457168,2396.6595903157704,2394.0046155241357,2394.6940951014044,382.0,20.0,0.0
2026-01-01 02:33:00+00:00,XAUUSD,M1,2394.6940951014044,2395.250026015756,2393.846496960414,2394.325048774146,128.0,20.0,0.0
2026-01-01 02:34:00+00:00,XAUUSD,M1,2394.325048774146,2394.7085625031295,2393.6142966437355,2394.3020227334914,151.0,20.0,0.0
2026-01-01 02:35:00+00:00,XAUUSD,M1,2394.3020227334914,2396.564370610598,2393.8570450413126,2395.736366664355,415.0,20.0,0.0
2026-01-01 02:36:00+00:00,XAUUSD,M1,2395.736366664355,2396.3329653882442,2395.3736479751665,2395.8605862815334,490.0,20.0,0.0
2026-01-01 02:37:00+00:00,XAUUSD,M1,2395.8605862815334,2396.830989766668,2395.6242754475265,2396.666777890352,169.0,20.0,0.0
2026-01-01 02:38:00+00:00,XAUUSD,M1,2396.666777890352,2397.027349584071,2396.060218971301,2396.2873414115206,464.0,20.0,0.0
2026-01-01 02:39:00+00:00,XAUUSD,M1,2396.2873414115206,2396.3944330800414,2394.670619209401,2395.359386398387,460.0,20.0,0.0
2026-01-01 02:40:00+00:00,XAUUSD,M1,2395.359386398387,2395.581068580422,2394.4562191927726,2394.6072929886013,396.0,20.0,0.0
2026-01-01 02:41:00+00:00,XAUUSD,M1,2394.6072929886013,2394.672311452451,2393.9240271393783,2394.0471121369724,113.0,20.0,0.0
2026-01-01 02:42:00+00:00,XAUUSD,M1,2394.0471121369724,2396.2051758519456,2393.8472644767035,2395.7698879229206,184.0,20.0,0.0
2026-01-01 02:43:00+00:00,XAUUSD,M1,2395.7698879229206,2396.3592471481297,2394.933734044805,2395.132778579541,354.0,20.0,0.0
2026-01-01 02:44:00+00:00,XAUUSD,M1,2395.132778579541,2396.1653685355523,2394.383137100155,2395.8235699425304,499.0,20.0,0.0
2026-01-01 02:45:00+00:00,XAUUSD,M1,2395.8235699425304,2396.2308944483098,2394.7324975701076,2395.1212282000606,416.0,20.0,0.0
2026-01-01 02:46:00+00:00,XAUUSD,M1,2395.1212282000606,2396.751814492278,2394.229398011304,2395.88648661036,239.0,20.0,0.0
2026-01-01 02:47:00+00:00,XAUUSD,M1,2395.88648661036,2396.903616036583,2395.719857041238,2396.2144473832445,155.0,20.0,0.0
2026-01-01 02:48:00+00:00,XAUUSD,M1,2396.2144473832445,2396.7241755246478,2395.5036282132787,2396.1091370651184,482.0,20.0,0.0
2026-01-01 02:49:00+00:00,XAUUSD,M1,2396.1091370651184,2396.4009968089636,2395.665106963089,2396.09652704421,174.0,20.0,0.0
2026-01-01 02:50:00+00:00,XAUUSD,M1,2396.09652704421,2396.9089743231666,2395.2087164376735,2395.592696887866,203.0,20.0,0.0
2026-01-01 02:51:00+00:00,XAUUSD,M1,2395.592696887866,2396.2193871984005,2394.79887531867,2395.969554649052,484.0,20.0,0.0
2026-01-01 02:52:00+00:00,XAUUSD,M1,2395.969554649052,2396.2960959699913,2394.746311565825,2395.6255678647794,302.0,20.0,0.0
2026-01-01 02:53:00+00:00,XAUUSD,M1,2395.6255678647794,2396.448272957039,2393.8731531388075,2394.6650832537657,169.0,20.0,0.0
2026-01-01 02:54:00+00:00,XAUUSD,M1,2394.6650832537657,2395.165194000758,2393.44927761713,2393.66273319431,52.0,20.0,0.0
2026-01-01 02:55:00+00:00,XAUUSD,M1,2393.66273319431,2394.501773785493,2393.4250549612825,2393.8208035284874,243.0,20.0,0.0
2026-01-01 02:56:00+00:00,XAUUSD,M1,2393.8208035284874,2395.6562096086554,2393.2131407312568,2395.104076533616,493.0,20.0,0.0
2026-01-01 02:57:00+00:00,XAUUSD,M1,2395.104076533616,2395.857493152133,2394.8083554892237,2395.252069824475,244.0,20.0,0.0
2026-01-01 02:58:00+00:00,XAUUSD,M1,2395.252069824475,2395.5565456222625,2394.502642802423,2395.1771591635866,364.0,20.0,0.0
2026-01-01 02:59:00+00:00,XAUUSD,M1,2395.1771591635866,2395.6809863276517,2394.645701610398,2395.425820075269,163.0,20.0,0.0
2026-01-01 03:00:00+00:00,XAUUSD,M1,2395.425820075269,2396.814739963728,2394.907547622052,2396.4906214686343,399.0,20.0,0.0
2026-01-01 03:01:00+00:00,XAUUSD,M1,2396.4906214686343,2396.8682527991964,2395.7363565825212,2396.6861274697253,399.0,20.0,0.0
2026-01-01 03:02:00+00:00,XAUUSD,M1,2396.6861274697253,2397.4792946802227,2395.7234328290774,2396.3773856850585,323.0,20.0,0.0
2026-01-01 03:03:00+00:00,XAUUSD,M1,2396.3773856850585,2397.573176546369,2396.3047945848107,2397.2824166531063,397.0,20.0,0.0
2026-01-01 03:04:00+00:00,XAUUSD,M1,2397.2824166531063,2398.172687789128,2397.190376386532,2397.6454218038757,310.0,20.0,0.0
2026-01-01 03:05:00+00:00,XAUUSD,M1,2397.6454218038757,2399.617204858843,2397.084097119288,2398.8940265974725,220.0,20.0,0.0
2026-01-01 03:06:00+00:00,XAUUSD,M1,2398.8940265974725,2399.776864640219,2398.4307633331937,2399.06061414725,382.0,20.0,0.0
2026-01-01 03:07:00+00:00,XAUUSD,M1,2399.06061414725,2399.4832424670467,2397.829881964832,2398.1010389218736,425.0,20.0,0.0
2026-01-01 03:08:00+00:00,XAUUSD,M1,2398.1010389218736,2398.5558576341723,2396.6206538882593,2397.026511562477,428.0,20.0,0.0
2026-01-01 03:09:00+00:00,XAUUSD,M1,2397.026511562477,2399.2627503948565,2396.332287791554,2398.367253908262,145.0,20.0,0.0
